,first_tx_time,last_tx_time,account_age_days,avg_hours_between_txs,std_hours_between_txs,total_transactions,PCA1,PCA2,cluster,credit_score
0xea5ee32f3a63c3fabb311c6e8c985d308a53dcc1,-1.1098495715380798,-0.5277680150647147,1.346153726729811,-0.3520183876422699,-0.23650837873136088,13.384038095627831,0.48238857676304414,1.4231432999215496,2,21.69
0x8f2d580c3cccd96c3541386daac0af71c5d1c0f9,-0.6862192702481813,-0.5215107747083702,0.2974243023837608,-0.3553675863415914,-0.30784069934206093,11.84570848474372,-0.051901772703556844,0.7847367925105919,2,19.57
0x0b498ff89709d3838a063f1dfa463091f9801c2b,1.3444020386117284,1.8565357963700322,1.7050350879670484,-0.34857119489347244,-0.2966540014991015,10.344005769356851,2.3198788633239196,-1.4328553312204102,1,19.48
0x586e32930ac05127de429bd566eaa2758fcbd9bc,-1.115082493440091,-0.521676321025877,1.376013628043334,-0.34974831283657126,-0.23026373348567736,9.959423366635823,0.3492777029629111,1.3866849777846029,2,18.85
0x8c1194174ab1cf585d5189e3a6aa52cc9bae78e4,1.0214906291454349,1.8514781967525356,2.5036378291288757,-0.3421143147609437,-0.26510285505376974,8.512660994494814,2.58227361680155,-0.9949645268013371,0,18.6
0x674be6fa9ce93405e824bbd2fa6afe27290ba3aa,-0.9947239858251126,1.8450631059302212,7.558962659809841,-0.20672294621959025,0.7145132507391659,2.414282894204234,4.92167234045996,2.106161017934655,3,17.1
0x7d411873898ab53ee8260273ee9232213524ad62,-1.1106406473197332,1.310522027583601,6.385766807578937,-0.2503855066377997,0.4371740505892058,2.9087459834169835,3.8917242704360175,2.0267504117783206,0,16.71
0x60a71287353f3ac632f3e75fd1be532850aa5f4d,0.7060033861056098,1.7474806775483793,3.0124274833030507,-0.32978476011252184,-0.14567568203919512,5.637449697961418,2.6448926276627147,-0.5783515895445446,0,16.54
0xca8119e97013879b273711e92eaf9b8e387d77f1,-0.9924648159490245,1.7967402840663647,7.42085532430812,-0.15970270337485923,1.0867628458453553,1.7916256707511418,4.995934363164029,2.2172637681100675,3,16.23
0xee2826453a4fd5afeb7ceffeef3ffa2320081268,-0.9478734990060135,1.6517044940254233,6.9112072454227755,-0.13804476190231113,0.7803406193859136,1.4986105067732158,4.52336254704225,2.016366648373927,0,15.72
0x0eb4add4ba497357546da7f5d12d39587ca24606,-0.4421207025265687,1.8169621315901985,6.09157552023546,-0.214458164983941,0.5446961243432467,2.066327386980447,4.192199042575627,1.2606029410579245,0,15.68
0x72c5a18d651da5568effe731a98484de62c9f347,-1.1141762425878021,-0.5247210849254499,1.3653896263449605,-0.3440802218019381,-0.20571450012078477,5.912151414190723,0.1744289005024057,1.3373875935177977,2,15.43
0xdfe0f6d42433dcdd534bf736452db61335a72c28,-1.0481978153180886,-0.5257233128207971,1.19663785651798,-0.34564257070110216,-0.17856504940937032,6.022032100682446,0.12082010129780434,1.254658783500071,2,15.37
0x99fd1378ca799ed6772fe7bcdc9b30b389518962,0.6882531381845537,1.8523557518529836,3.3444861576461604,-0.31209643599887205,-0.23357015597785155,3.787791475350761,2.7469526445108357,-0.5749800627113102,0,15.31
0xb00ba6778cf84100da676101e011b3d229458270,-0.9837817332248714,1.6509383862564926,6.999454867923462,-0.009786196532094369,1.2278288274822837,0.9308936265659845,4.802493135293216,2.242563599937986,3,14.99
0x9dfac9bbe1119da5dcdd7b095db40920cde878ef,-0.9989673334544613,1.8357782035666081,7.544194942831433,0.21315266896534707,1.3655841058142524,0.5829381193421975,5.3202547207724376,2.41790406523382,3,14.96
0xc5119db28adde44a8e1453e733381025a2910f7d,-0.4433198271299021,1.8385752750593054,6.153820919278427,-0.14049975597267872,0.779369967580739,1.3521029247842529,4.346521312004114,1.3565226922417732,0,14.96
0xef764bac8a438e7e498c2e5fccf0f174c3e3f8db,-1.1026276289418326,1.7473704273493234,7.562738478785088,0.18433682892052408,1.5482594128172436,0.6195650148394383,5.334607805954306,2.5918408792597645,3,14.92
0x889abdd2bc0f3a884e607279ba132501698fbcd5,-0.6739891057933892,1.7007035817173046,6.356375720197756,-0.09695177118114921,0.8405042759747141,1.1506549995494288,4.3625224900015604,1.6722601865136693,0,14.9
0xd55684f4369040c12262949ff78299f2bc9db735,-0.5518142469566474,-0.5208552021700337,-0.038949459743142414,-0.35542423076705515,-0.3105155213730482,6.479868294397955,-0.43367074933302,0.5201111592678835,2,14.8
0x4740fa6b32c5b41ebbf631fe1af41e6fff6e2388,0.686825215664621,1.8224863848423751,3.2662253185732615,-0.3064194541883527,-0.06956599544511247,3.293328386138011,2.749209799736229,-0.5323301885256038,0,14.74
0xfe32a37f15ee4a4b59715530e5817d1322b9df80,-0.6254253975597105,1.7354233304169875,6.329332295520755,-0.05233193255409403,0.9138695270669946,0.9675205220632253,4.424559528701071,1.6478885104585435,0,14.66
0x9a568bfeb8cb19e4bafcb57ee69498d57d9591ca,-0.4130391524135723,1.8559686976212173,6.125297785981916,-0.06667859223108663,0.8555253020997219,0.9858339698118456,4.400503535730358,1.3597306223726149,0,14.55
0x22fa8cc33a42320385cbd3690ed60a021891cb32,-0.4586693422848168,1.6779014576888862,5.752132987403146,-0.12020946608150584,0.8564702765360029,1.1506549995494288,4.09163036483984,1.3628178621950389,0,14.4
0x285306442cd985cab2c30515cfdab106fca7bc44,-1.1134000681629965,1.7449636210390134,7.583246940310555,0.581356016420976,1.6834527441893623,0.3265498508615125,5.568047409616697,2.7595973739180013,3,14.39
0x17e5a662b373673475c51b6db9d79bd291dce573,-1.1152714923161096,0.7177158852756363,4.772901127771885,-0.21391487654612865,0.6231245431314177,1.6268046410135584,2.8091693791646373,1.9260871753628033,0,14.16
0xce04002d9e12403be774a32f07172666daf6d5e4,-1.1119495452518449,1.7378171962954538,7.560013390402622,0.7265627895186944,1.976678892733077,0.27160950761565145,5.7535845851021,2.892830330183824,3,14.08
0xa010322f3eea1004d16e1687777440b78f2e558e,-1.0436859328205466,1.1363259719933005,5.739940856996723,-0.11336858726722834,1.366493479595391,1.1140281040521882,3.9086261632177086,2.2058161938951595,0,14.07
0x1cd6d86687adccaac08c12134aa569a780368b28,-1.0248943284117822,1.8501292564938698,7.648756071667585,0.7386078498948139,2.130760795605071,0.27160950761565145,5.95591498747771,2.855476010091896,3,14.06
0xf8fbc9298650f49f9b6280ead636c1811c6ca1a1,-1.1149076508530777,-0.6277860949485534,1.084792068408564,-0.3426700139022561,-0.18362688344428962,4.520329385295575,-0.073522753596221,1.2985674918945276,2,14.02
0xb4c668d7bbacc6030a26b76ad321d18152ab4ed3,-0.9576449395809319,1.7937012778038677,7.32491859092776,0.47529659230777777,2.133874880899136,0.3631767463587532,5.66673104624079,2.673352222926875,3,14.02
0x3333a5a9d331f0c7b2c3626a1088fe6ee0b69e67,1.3445547775194173,1.119485567622206,-0.3151506958921406,-0.3573164465596996,-0.3080826588743906,5.802270727699001,0.6961865088823114,-1.7031424275909441,1,14.0
0x57ef012861c4937a76b5d6061be800199a2b9100,-0.9483804555837703,1.8427676899451206,7.43606951586788,0.7097398647350304,2.047618162932106,0.27160950761565145,5.809889309288084,2.710568627860555,3,13.95
0xa5b65d4a68c1c71aae3910199f4ab266f726afbf,-1.1076801202480127,0.6078204364724515,4.452644973056369,-0.22970692515001995,0.7554928266565623,1.7183718797566603,2.6508437666483395,1.9260845405517197,0,13.91
0x2cdbad7b5704f8f0034a216d1b3b7522982e8bf7,-1.1073030538307784,1.5663211874621767,7.078357455624838,0.287390473071004,2.4897120369451367,0.4730574328504754,5.47798821171397,2.8870082947888926,3,13.81
0x0af5d0723708587ff94ad29f937d6da5d357748f,-1.1152489540138775,-0.5234449417216934,1.3715857499699198,-0.33701497991182916,-0.18185612735548054,3.934299057339724,0.10336942230856334,1.3213043301203642,2,13.77
0xd3d555bb655acba9452bfc6d7cea8cc7b3628c55,-1.108817900932323,1.3427527098709895,6.469505161783367,0.11014444978136699,2.0897898816521376,0.6195650148394383,4.790631947923097,2.648266161478465,3,13.74
0x257f1cee249fc735a7026e0a50d88e59b6dbfa16,-1.0444792438057269,-0.536561295030883,1.1575814849002013,-0.3404305200733292,-0.14617098352250363,4.135746982574548,0.028935632327336504,1.232146879053298,2,13.74
0x0e0ec712b3912b5601216455a158cf18152cb62a,-1.027618917333414,1.3910145349856269,6.397460129959377,0.24910431536727265,1.6071533208670283,0.45474398510185504,4.623956439672531,2.4255035129643745,3,13.74
0x99ed04c212dd3929e9063bd78b26ef41858cb62c,-0.9579376270650158,1.7136765071563678,7.106356317159623,0.6649878319066919,1.9885686933725604,0.27160950761565145,5.5251458211146485,2.656753518836701,3,13.73
0xa5c3a513645a9a00cb561fed40438e9dfe0d6a69,-0.9933936051035455,1.7122548838554084,7.19166967371856,0.6248261075208165,2.2200808069709685,0.28992295536427176,5.652024933838058,2.771280820332752,3,13.71
0xa5d223c176daab154a3134369d1c0478c5e6fecf,-0.41219896424330843,1.8461979875035432,6.096408318572997,0.24306820078440797,1.3593166039773623,0.43643053735323467,4.732024380936812,1.6023652104320476,0,13.61
0xa8bcfa67a0461a4db479be962e76b78b64391301,-1.0432293925001246,1.399679892797358,6.46048334458686,0.3527836030435786,1.7489637953143107,0.38149019410737356,4.766609092265694,2.5249498688282856,3,13.59
0x2565f8e0b33f2d3bb1c0e2dd5fbb972df48654c8,-0.9428377096373004,1.7109544559645795,7.060904642388816,0.4469274852284506,2.543598444111241,0.3631767463587532,5.674419679101485,2.7572096051867145,3,13.58
0x0006e4548aed4502ec8c844567840ce6ef1013f5,-1.1017707388341018,1.4945564027724856,6.8677747042992605,0.3390157387009345,2.4584146892435412,0.4181170896046143,5.340548191336609,2.8633594767737884,3,13.57
0x0ffeb87106910eefc69c1902f411b431ffc424ff,-0.6015289608288388,1.157088980395954,4.6843487215384405,-0.15207715197569305,0.7798230687470025,1.0957146563035678,3.1915438434631827,1.3867273363881623,0,13.52
0x4cae0b0e66a1c55137df4a1175c1a612d44592fe,0.6891675226941218,1.7862494702700586,3.1610288460973766,-0.2708326915717742,-0.11830680464052051,1.8648794617456232,2.605845178801358,-0.57149166668703,0,13.46
0xe0090ec6895c087a393f0e45f1f85098a6c33bef,1.635166813039423,1.807084990696083,0.8379409902004681,-0.34350117091889854,-0.2824478844263921,3.989239400585585,1.6449662947959727,-1.9371959233604092,1,13.43
0x7ea0aacaba3d6e5ec781585687ccdb7d1c25f5be,-1.0642963099215619,1.3162891847128082,6.284966188232736,0.12294734566261835,2.3611116200099427,0.5829381193421975,4.82606823491766,2.6712688711657258,3,13.4
0x9709a9f77d4349e1da4220f1458fbe9339d612e3,-1.0997509220023804,0.7090216822722184,4.7100250716663155,-0.1296063382333167,0.8791758703070198,0.9858339698118456,2.9060945931827025,2.0013632265842665,0,13.39
0x8d7213dc74a13c8e35d92d25c29fc5330887ef78,1.084862933280456,1.8516941366460329,2.3447814544756285,-0.30673245564676577,-0.18631073712336985,2.469223237450095,2.2975060655102553,-1.132697496252973,0,13.34
0x691d4172331a11912c6d0e6d1a002e3d7ced6a66,0.68770967328252,1.1768367064588015,1.494671199793491,-0.33095206311472947,-0.24418933400221618,3.2567014906407703,1.4181454456865088,-0.7738112590732096,1,13.33
0xab95c29198f082b86c2eed5b7c18aa5b80802394,-1.041064101172177,1.3779664752330396,6.395532228346901,0.4802440666045139,1.8860608351751091,0.30823640311289213,4.84093048735595,2.596434545743501,3,13.33
0x2722764f04c605e378261ebd577434ebeb4c3746,0.6876236179467243,1.385714886585715,2.067294377781108,-0.31499332538193103,-0.17698779091645714,2.6523577149362985,1.8294414059690758,-0.6988213943397052,0,13.26
0xcdf449b5c9bd2a725319163c3e7f2d7222c4d8c9,-1.1018825610994467,1.2949414056059583,6.321034085833283,0.4333975048331125,1.9678337045756724,0.3265498508615125,4.764317507022096,2.673100069084485,3,13.26
0x20a37a8e185e48a2690f339b6d0792e9383511ab,-1.0526957277935858,1.0987465018687785,5.659627765798138,0.0551820461620171,1.8132604779512256,0.6195650148394383,4.110112466413158,2.3965536341437823,0,13.25
0x188c30e9a6527f5f0c3f7fe59b72ac7253c62f28,-1.104809063406365,1.6709573483312883,7.358825820251655,1.1873392124982816,2.5398889583292656,0.16172882112392925,6.0842100625088795,3.179844048024693,3,13.25
0x00809b9263aab2856bf65be3d3bc3fcb9e19c1fb,-1.0941527305906396,1.1254102901858447,5.837004868396338,0.26359457541751213,1.5829312634284618,0.39980364185599393,4.177791783209139,2.442094515236573,0,13.23
0xb3b066eb361efc6634fb48fc8dc8b23518f19ac2,1.543852912590256,1.5552279310062935,0.37750634532978466,-0.34929404176392503,-0.2836794902482267,4.190687325820409,1.2643718176567087,-1.8767069802412735,1,13.21
0xbfa66151a798d893d4537a59ddacc8fdc56be749,0.8053606664472547,1.3946068444704798,1.7954290065745178,-0.32234975606343536,-0.1805968008381726,2.8538056401711227,1.7277775413423606,-0.8619433053754376,1,13.21
0xbb16307aaed1e070b3c4465d4fda5e518bdc2433,-1.1130409454629666,-0.5587689002764917,1.2692290307969745,-0.3347912158267841,-0.15820975162118303,3.3482687293838724,0.019298895436649015,1.3088159052766526,2,13.18
0xc33d98e88682c883fe32b8f6620660692092d39f,-0.9751282669474532,1.7751316440955647,7.318019636952382,1.1792442906614353,2.630779938809779,0.16172882112392925,6.18768237221175,3.0539493032691962,3,13.17
0x73372fd360663a0688c7db7017331495a192f28a,0.6879503922845975,1.853461731228311,3.3482786920798424,-0.24992475011269313,0.23514946404245413,1.5718642977676973,2.899086334833625,-0.433155153397274,0,13.16
0x242bc7b9319c2ea4f5bd8b75277e1c858bca6721,-1.1020626812503436,1.76508582153702,7.609864042687868,0.5844761136665075,3.9524307816639683,0.3265498508615125,6.670303346482604,3.4983780796536537,3,13.15
0x0bcbab2fecc30b7341132b4ebb36d352e035f1bd,0.6921384807156359,1.7098347950754085,2.9441481162038587,-0.2761091817828273,0.1390467587030028,1.8648794617456232,2.576087852155787,-0.5130101141749515,0,13.14
0xe6c78b85f93c25b8ee7d963fd15d1d53a00f5908,1.613849180289023,1.7482378923333117,0.7303135901667084,-0.34391124536857615,-0.2871067969499821,3.7511645798535205,1.541531588780035,-1.9282707900277916,1,13.14
0xbc0c33fff2888a499a519a641a91f9d7dd270b71,-1.0413001635002397,1.1011315317695543,5.6374918122542965,0.07656527631892632,1.921175931761139,0.5829381193421975,4.161712257096099,2.4223762339744557,0,13.13
0x2d29da8a41acea411189ae98ed73c9503e0dd4c2,-1.0187991146601831,1.829847495340663,7.57784034871294,1.0189135003026126,3.3408369690550392,0.19835571662116996,6.604615221444128,3.319158090796035,3,13.11
0x4b2c289a9a475554ed8791844b2e0d03924f8358,-0.9963989604237831,1.5663239807712532,6.799324433354024,0.9738762475762689,2.250650967687071,0.1800422688725496,5.540292800835138,2.8436453897305376,3,13.08
0xd31ab5ab8cd0f482f5728888519b5c39b5a4a6a0,0.737226447464584,1.7749410720089858,3.0091206344793835,-0.26950463314215717,0.20434139307679455,1.754998775253901,2.682495178101733,-0.536700646296815,0,13.06
0x108a8b7200d044bbbe95bef6f671baec5473e05f,-0.44014130562529663,0.9778955808553765,3.7872297549433247,-0.2150737123387074,0.6845755029242903,1.3154760292870122,2.6173834693185456,1.0655947220316464,0,13.05
0x2a1739d7f07d40e76852ca8f0d82275aa087992f,1.4618541607515327,1.855464305810852,1.4065829209152596,-0.32985963405225377,-0.2600462634908878,2.9819997744114652,1.889531036737008,-1.683956829734092,1,13.04
0x68030330e8158be3fa5b3ec3c94bf07e42824b9b,0.6852278522995322,1.2354235140206995,1.6614660112297837,-0.32342025512169503,-0.1893555848561102,2.7622384014280206,1.5398307227017347,-0.741164347728824,1,13.03
0xbefd8f22de702c9f094663a92ec52674f3178845,-1.0269849887775173,1.6994017856750916,7.240964966613777,0.8057897352446245,3.2671443963804316,0.2349826121184107,6.235928843721345,3.210885403536973,3,13.02
0xc6145175d51edfd6383851dc101f5872a79d7829,0.7042183898222135,1.852973586215635,3.3060098280579675,-0.243484279904861,0.34140224381325646,1.4619836112759752,2.929400525756008,-0.42076919835656534,0,12.97
0x53fb0162bc8d5eec2fb1532923c4f8997bace111,0.6883342264014,1.808731674899769,3.2247353636705673,-0.22542125300309832,-0.11063069386926956,1.2239087905439103,2.6446234817630208,-0.5577985360047354,0,12.95
0x4031afd3b0f71bace9181e554a9e680ee4abe7df,0.7126655964852646,1.2596921823205303,1.6589366655521567,-0.32206112990478447,-0.2183625555544095,2.6523577149362985,1.5395615002707075,-0.7837779317479022,1,12.95
0xfc89086c0b1f8acbd342f418d3ea1c9e425e5cbb,0.6925069167636958,1.4100997337406005,2.121831607197403,-0.3059793942352319,-0.15457191686526536,2.2311484167180304,1.8666353047389819,-0.6950208168324232,0,12.94
0x0297acbe62ac90c4d79654eece1aeeea3b2bcf9a,0.722562146368717,1.768317908163634,3.027866786784338,-0.24943240497071706,-0.07102759709559045,1.4253567157787344,2.5488066862540917,-0.6076856152037885,0,12.94
0x9ce8f85083fcf364467a827cb15730102306ed1c,-1.1032815501515,0.9810475736196982,5.464364029140818,0.2500289756731004,1.5394296827181053,0.38149019410737356,3.883752700139828,2.3972695481362116,0,12.93
0x839164d05552fa76ebdf91ee726243d9ec97fbf1,0.6857353055891839,1.8498064867797777,3.3438351920826577,-0.2107040989741236,-0.0296102115187332,1.1323415518008084,2.766657296052455,-0.5133944758032085,0,12.92
0xfec310a0523c78ccb0681e5b88ce2de3dfabf12f,-0.9797716539191763,1.2385352033254904,5.85922174350531,0.37926315929751003,1.9545057584214405,0.3265498508615125,4.49878853529881,2.46679763962724,3,12.91
0x905341c6dc571b616ec79e1f7f5dfb0069b93126,-1.0091797300140983,1.7138057404558815,7.235638359265866,1.2896653245709278,2.8539172166718174,0.14341537337530888,6.2596558418363815,3.1897755571917243,3,12.9
0xd6390178b2002a0758e8b3486fddc1c4bc23ebe1,-1.0991299700447386,1.3787991093630345,6.543910822508265,0.8411552713684214,2.4274499721323557,0.19835571662116996,5.314426514150321,2.957662888631519,3,12.86
0xa0062627174959249819f9802dcc0e0426a41891,-0.5044504704831314,1.2322830935368372,4.646154836332013,-0.06721141697824703,1.3042790241747162,0.7477591490797808,3.5043887739326274,1.4632058054940738,0,12.86
0x4d7d4485fd600c61d840ccbec328bfd76a050f87,0.7126591392306305,1.2673131845755377,1.6798373935834925,-0.32016541239209884,-0.20491367553100834,2.5424770284445763,1.5564055399910728,-0.7782720054349458,1,12.86
0x24bdb92387f09e32c3099ce4383b2ec893247083,0.6859359771947333,1.7533351683409544,3.0789617252978783,-0.2478254856801037,0.1475459596444117,1.4253567157787344,2.662533308462166,-0.48785028611955444,0,12.86
0x38148ecc2078da7f65e6233dda28efaf4c51e96f,-0.45163273531436304,1.2900647440090427,4.671606543196072,-0.020751871324727212,1.1401213977031899,0.6378784625880587,3.4977633971478497,1.362341328084943,0,12.86
0xdec7eccd6e1abf4149b36ad5dd53afaf20eaa1a7,-1.1116071244892816,1.2687664463772605,6.27377214253599,0.6025499204386914,2.3637697044228254,0.2532960598670311,4.983528055725996,2.857262732002755,3,12.84
0x7461f3b3d064138f1cb963f0d1322c6568c3c091,-0.41360279623633733,1.7085059210370468,5.722611144520008,0.4771718462724104,1.68956408504897,0.27160950761565145,4.722828756577148,1.7401144981399046,0,12.84
0x534b9eacb406e7c0d417a767b15c47fd0176bf2e,-1.0584300182645359,1.5055616984956164,6.788885863890803,0.6218975091583899,3.1840521020059662,0.27160950761565145,5.7787487501834285,3.1232349263733066,3,12.82
0x7a730e22bff836b3a2bd4cf3160bbb0cb6583c07,0.9606037471546396,1.7999271076846797,2.5155626684195904,-0.2829856026884127,-0.06294951333575904,1.7733122230025213,2.3656618319030764,-0.9348610684683455,0,12.82
0xdd6e1a285790d4088fd020c65c764babf44b31e8,0.6947367185489964,1.8539483370706797,3.332537416812077,-0.19908706595397535,0.00023382731717858833,1.0407743130577067,2.7803495748493967,-0.5130351797459537,0,12.81
0x6f9bb7e454f5b3eb2310343f0e99269dc2bb8a1d,-0.5374083602241145,1.2667472259528765,4.823523659310614,0.0524850330480652,1.3133695833531185,0.5279977760963365,3.652146864562255,1.5526948537631375,0,12.75
0xadfad9dfc36a22b45e173162588e474e2e37f630,-0.6506093115222252,1.7604229906002173,6.461205077465042,0.8269360945396752,2.546636687391266,0.19835571662116996,5.626789316223659,2.4675669742263526,3,12.73
0x793acdce9db7bc3269513652923d543b4818e817,-1.1004356393495331,0.8423154840758618,5.077024209371479,0.13168234378187726,1.5718374140803844,0.45474398510185504,3.581607982261475,2.3337250679352186,0,12.72
0x4fd78fe86bf0cb7f7817941693b15619bec97d92,-1.1027891223966697,1.7477361798194073,7.564147107651444,1.5164932183653357,3.4586221859389954,0.1251019256266885,6.808181573005972,3.59388263203982,3,12.7
0x40dfc27ca78b6fbcfb78e91d3d2426cf6a281e39,-0.4281940185946637,1.275933450397893,4.573908281691388,0.010621759900382978,1.1559299631068816,0.5646246715935772,3.4643873587965364,1.3387433549873768,0,12.69
0x2fe55ecd0813821a209a944888206cc4dafcbe17,-1.0918689734757527,1.2070234275842724,6.05491024026994,0.5711934118131385,2.3491057165007247,0.2532960598670311,4.824006298891105,2.79908808606877,3,12.69
0x3ee505ba316879d246a8fd2b3d7ee63b51b44fab,-1.0789627220429823,0.7041762031256045,4.644442361048329,0.01581885894611948,1.2943864358045516,0.5646246715935772,3.1172263764795876,2.1432496751826813,0,12.67
0x0f8ad1698f502aa309ac27387ceb5881d7f3ffe5,0.6867903837429894,1.7677112470372882,3.1162079846084088,-0.21299548056219622,0.0035068287564201488,1.0774012085549474,2.6207214831425665,-0.5276472288994986,0,12.66
0xa0c903f8795172a7915e68f5c06df10846d938d0,-1.0439323640094156,1.6257288288483798,7.081713201069906,0.48426875191386837,4.160192647308283,0.3448632986101328,6.397900826545596,3.4193630979433656,3,12.66
0x419679443550038fc0f4c427d5671f43cff4bc60,-1.0735201877213134,0.5294413239150992,4.151907787214718,-0.10671558271871188,1.0391510306325147,0.7843860445770215,2.6120709327808513,1.972299195616813,0,12.65
0x78bc49be7bae5e0eec08780c86f0e8278b8b035b,-0.4050817657679032,1.0886443570782447,4.002512362035156,-0.12951362625775925,0.9144331794229323,0.8393263878228826,2.9179693423158444,1.1399125700053863,0,12.65
0x7dd4640271b84f7d023946afb2b85e7964c21fa1,-1.078990041197203,0.8624905864273967,5.078353478865082,0.059732968982467424,2.024918333554463,0.5463112238449569,3.7845652646951415,2.4393978048459917,0,12.58
0x90c3729672a0b7a9bb7553e76c477cf873e3bc33,-1.0455855453736964,1.2472284372216778,6.048635850806894,0.686363660806278,2.3725700828192813,0.21666916436979033,4.913158979395962,2.785055167073851,3,12.57
0x517b692d3a07215aea8be7a13a00af1d38158211,-0.444899991845629,1.2546290530911888,4.5575591573697265,0.03170052394682326,1.2800714021677155,0.5279977760963365,3.5075260573093847,1.4028068548465016,0,12.56
0xb1adceddb2941033a090dd166a462fe1c2029484,0.6858982891797059,0.8552636687773911,0.6179947702055317,-0.34295377422861995,-0.29249594840002185,3.1651342518976686,0.7726431148677738,-0.8791428247787771,1,12.56
0xe0b2026e3db1606ef0beb764ccdf7b3cee30db4a,0.7659482539876817,1.770413175002465,2.9244468394795957,-0.23802186225900052,0.1651853299764807,1.2422222382925308,2.6162170349454676,-0.589377929430738,0,12.56
0xd80490fddad5b4d57fed5b649167c6b8259b63e3,-1.0340229617056822,1.384451170757033,6.395586905080097,0.8995056758593646,2.6703753488079243,0.1800422688725496,5.397397011686084,2.964351546285497,3,12.55
0x8792f37ed02088f58f3eef6a56acd9ccd444ea79,-1.1032098994606574,1.1105149410328408,5.818974200200056,0.49025122146311456,2.3563288612221993,0.27160950761565145,4.6196014455090735,2.76844285272191,3,12.55
0x9b0c19000a8631c1f555bb365bde308384e4f2ff,-0.42912435997385634,1.734939232852157,5.834101690082891,0.7191214082632564,2.0542819542227777,0.19835571662116996,5.066200022338459,1.957071385886571,3,12.54
0x043f8524f87efb25990b65ff4918f9128acf742e,0.6974812380354121,1.7744332598201595,3.10773012279758,-0.19522795623999167,0.0036489466804639254,0.9492070743146048,2.624602848325648,-0.5375197776966988,0,12.54
0x1e9f2aff9cfb40d3aac68b9948f0eeecaf731835,-1.1095345320187244,0.8159156349633606,5.027571759923133,0.16325090282144342,1.757292729076746,0.4181170896046143,3.6407462036117755,2.4089431200361187,0,12.52
0xf8494458b807048458a5e678a23ff7cd6471d7fa,1.3553091488454034,1.7660527055216049,1.4296336943150827,-0.32215268851254186,-0.21063985596338708,2.3593425509583725,1.8283867255557102,-1.5490909179720875,1,12.51
0xced2f0dcb70757339f7072a3ffa08a4a73497435,-0.9944802865516654,1.378832857097182,6.280699059754918,0.6601188952602638,2.9227352445193358,0.2349826121184107,5.361246657697501,2.923349592747425,3,12.49
0xd9b99266c42d427bb3a64f30a0242bbeb41f6830,-1.1134347759066543,0.6448436390466179,4.5685818305627155,0.021067187099547517,1.4805324197477698,0.5463112238449569,3.129315549261407,2.2381152328750282,0,12.48
0xfff549e7d76a1a721bf8870a8cd6023e4ca9d053,0.6932498114915415,1.74623508972554,3.0411027741370824,-0.20110259754879697,0.04225855115063726,0.9675205220632253,2.591579389742134,-0.527914948815767,0,12.48
0x32a59b87352e980dd6ab1baf462696d28e63525d,-0.4510767284369825,1.6668563715629938,5.702761771958405,0.5724467103266221,2.1738232392299004,0.2349826121184107,4.9520910647089815,1.9676360868163065,3,12.47
